content,label
"Subject: market watch undervalued report f
april 2004 top pick of the month
life energy and technology holdings , inc .
( otcbb : leth )
leth receives $ 250 , 000 , 000 in financing to fund the manufacture
of the environmentally friendly biosphere process system
waste - to - energy units in the united states .
first unit to roll - out in new orleans in early second quarter .
we are expecting earth - shattering upcoming news leading a strong
rally in leth for a company that has announced over $ 100 million
in sales orders in the past year , and tops that record - setting
achievement by acquiring the equivalent of $ 8 . 62 per share in
cash for major worldwide expansion .
* * our readers grabbed substantial profits for our march pick * *
ushg featured at . 75
reached 3 . 65 in 8 days !
traded as high as 7 . 00 since !
the biosphere process system - soaring worldwide demand :
leth is utilizing the unique proprietary technology of their
biosphere process system to generate revenue from the disposal
of a wide variety of waste products at 5 to 7 tons per hour
which makes a major impact on the global waste problem . this
profitable and environmentally safe process converts into clean ,
green electricity such waste materials as municipal solid waste ,
agricultural wastes , forestry wastes , medical wastes , industrial
wastes , sewage sludge , shale oil , sour natural gas , and the huge
market of used tires . leth profits from the sale of electricity
created from the waste conversion on a continuous basis by generating
5 to 10 mega - watts per hour of electricity which is then sold to
replenish the local or national grid .
the biosphere process succeeds in filling an urgent worldwide need
for cost - effective renewable energy sources and a corresponding
universal need to solve critical problems in the disposal of waste .
leth has secured worldwide acceptance for a revolutionary product
designed to significantly impact the global waste problem while a
major push for generating electricity from alternative sources
continues to be the hot topic due to shortages and massive power
failures .
financing of $ 250 million positions leth for astronomical sales :
the magnitude of this financing package goes much deeper than the
fact that this $ 1 . 50 stock now has accessible capital equivalent to
$ 8 . 62 per common share in cash . there are 26 biosphere process
systems presently in operation worldwide . the available funding
could easily be used to produce 100 additional biospheres . now factor
in that the average sale price is $ 7 million per biosphere . we
cannot even comprehend what this stock should be trading for with
a potential $ 700 , 000 , 000 in future sales with 29 million shares
outstanding !
leth stock guidance :
current price : 1 . 80
near - term target : 4 . 80
projected high for ' 04 : 12 . 50
leth ' s blue chip partner - fortifying the system :
leth is an alliance partner with tetra tech , inc . ( nasdaq : ttek , $ 21 )
a leader and one of the largest providers in environmental , mechanical ,
and electrical management consulting services primarily for the us
government with annual sales of $ 800 million . tetra tech will
coordinate the securing of necessary permits , installation , and
continuous worldwide monitoring of the biosphere process system
for leth . tetra tech is now in the process of obtaining department
of environmental quality permitting for the biosphere process in
the state of louisiana . this is a monumental event for leth which
opens the floodgates for major project revenues in louisiana while
having a parallel effect on leth stock in the form of a huge
near - term announcement .
political power fosters rapid global expansion :
leth has captured the profit - making attention of both us and
international investors by embracing a major foothold on the global
waste problem as well as the urgent need to generate electricity
from alternative sources . this has been accomplished by successfully
creating major inroads to all corners of the globe through the
political contacts at the highest level from dr . albert reynolds ,
chairman of leth , who is also the former prime minister of ireland .
dr . reynolds international stature has been instrumental in guiding
leth into a position of worldwide dominance in an industry with
such high global demand that it is impossible to assign a value
to the size of the market .
uncommon value for a company of this caliber :
we are witnessing a breakout year in the making judging by the
frequency of recently announced sales contracts for the biosphere ,
the impressive backlog of over $ 100 million in sales orders , and
the company ' s very solid financial position . we view this perfectly
timed convergence of events as the catalyst for additional
contracts that will perpetuate the shattering of the company ' s
own sales records . as our top stock pick for april , we anticipate
the continuation of strong positive developments that will
ignite leth shares which carry our highest rating for short - term
trading profits followed by robust long - term capital gains .
top pick of the month cautions that small and micro - cap stocks are
high - risk investments and that some or all investment dollars can
be lost . we suggest you consult a professional investment advisor
before purchasing any stock . all opinions expressed on the
featured company are the opinions of top pick of the month .
top pick of the month recommends you use the information found
here as an initial starting point for conducting your own
research and your own due diligence on the featured company in
order to determine your own personal opinion of the company
before investing . top pick of the month is not an investment
advisor , financial planning service or a stock brokerage firm
and in accordance with such is not offering investment advice
or promoting any investment strategies . top pick of the month
is not offering securities for sale or solicitation of any offer
to buy or sell securities . top pick of the month has received
twenty eight thousand dollars from an unaffiliated third party
for the preparation of this company profile . since we have
received compensation there is an inherent conflict of interest
in our statements and opinions . readers of this publication are
cautioned not to place undue reliance on forward looking
statements , which are based on certain assumptions and
expectations involving various risks and uncertainties , that
could cause results to differ materially from those set forth
in the forward looking statements .
hfu ke hg y dc lfl fuz
wwolytile
zoxqmrvko kgst glkdss
tqagfgexdcnv eka
",Spam Email
"As the information that I received, HAI DONG asked price from UNATRAC FZE (http://www.mantracgroup.com/). Please let us know that are they the authorized Caterpillar dealer in the UAE? And do we have the same pricing policy? 

In this case, we tried our best but unfortunately, we did not win the bid, what a pity! But, we will try again for next time bat we just want to know that Caterpillar Singapore and UNATRAC FZE are the same price policy, aren’t they?",External Relationship Department
"Dear Mr Kha, 

Sorry for keep you waiting. 
We will send you our offer latest by tomorrow. 

Thank you. 
",Sales Department
"Dear Ms. Like, 
thank you! 

I will send customers an offer soon.",Sales Department
"I sent back the quotation of 380 vac voltage equipment, please see the file.
Code M7 : represents voltage 220 VAC. Code 11: Schneider does not have this code.
Thank,
ms Thu",Sales Department
"Dear Ms. River,

Thanks for my email.
Sincerely sorry I have extended this order.
On the quotation, he found that the price did not include installation, connection and testing.
Did you check and quote to help you with this service? Goods in England will proceed to take first.

Hope to receive support from my company.


Thanks & Best Regards,
",Sales Department
"Dear Mr. Allen,

I would like to send to you new enquiry for Wire Steel Rope as attached herewith.

This enquiry belongs to VSP and not yet released to tender.

Please check and let us know your price and we will work to final price.

If you need any further information, do not hesitate to contact us,

Many thanks & Best regards,

Mr. Toan Manh Vu
",Sales Department
"Please, send us catalogue. we need to clarify about technical. 
Hope to receive your mail.",Sales Department
"Arranged shipment for original documents – see attached tracking details: 

UPS# 1Z9F13070495053917 
ETA: 17th Nov end of day",Sales Department
"Given our shared lengthy experience and history, we request that you give us a discount on any orders placed in the last month of this year. As the year comes to a close, let us conclude it on a positive note. This will strengthen the commercial connection between the two companies, and Song Linh Company will look forward to continuing to use your goods through the renewal of the contract, which will expire at the end of this year. It will also offer several other advantages.
We regret to inform you that we have been delivering top-quality raw materials to our valued clients and suppliers at market-competitive prices since. We guarantee the most affordable prices and rates for our materials and services. As a customer, we offer both quality and price in your best interests, as this is our competitive advantage.
The company’s combined sales will improve since we will be able to make a greater quantity of items at the same cost. We eagerly await the approval of this end-of-year discount proposal.
I hope I’ve persuaded you to accept this end-of-year discount request. I will be eternally grateful on behalf for such a kind gift. Keeping in mind the company’s conditions with you, we need a decent discount on the supply this time to be able to compete with the current market pricing on our goods. Thank you ahead of time.",Customer Care Department
"Subject: re : ye , and fagott jabbed
free cable * tv
drudge plenipotentiary spend dahlia crimea homeowner lura moonlit depressive brian pebble pentane haddad decaffeinate celtic i ' m immoderate fungi asteroidal transliterate border wizard laminar afterimage ream muffle bluegrass sprawl arrowroot act usurpation acquit
wily cupboard dante kindred zigzag morel pagan emendable tabular recession sleigh chic monetary algorithm autocrat offertory lid abrade atchison agreeing milieu chivalrous distal corporeal cutset plaque loudspeaker shaken saloonkeep trilogy
",Spam Email
"Dear you,

Song Linh company thanked him for sending a quote.
My side confirms the order for this application in the attached file.
Will send you UNC soon.


Thanks & Best Regards,
",Sales Department
"Thank you for your email, 

Your production schedule was increase again. The last remind from our customer that they have to move the valve to Offshore before the first week of Sep. 2021 and their platform will be shutdown on first week on this September and no more excuse and explain. So, we hope that this will be last chance and change. 

Our customer asked for production schedule that have your stamp inside (please stamp attached file) within today. 

And I would like to remind you that, that valve we had to work a lot to convinced them to replace the old one that come from Kent Introl valve, so that I am looking forward to your fully support. 

We looking forward to your kind and quick response,",Customer Care Department
It is also easy to order with a quick reaction from the store. Correct service. The goods responded to the description. For the first time I was shopping here and I was pleased.,Customer Care Department
"Subject: software
microsoft windows xp professioznal 2002
retail price : $ 270 . 99 our low pricie : $ 50 . 00 you save : $ 220 . 00
adobe photoshkop 7 . 0
retail price : $ 609 . 99 our low price : $ 60 . 00 you savue : $ 550 . 00
microsoft office xp professional 2002
retail price : $ 579 . 99 our low price : $ 60 . 00 you savxe : $ 510 . 00
adobe illustrator 10 retaitl price : $ 270 . 99 our low price : $ 60 . 00 you savxe : $ 210 . 00
corel draw graphics suite 11 rehtail price : $ 270 . 99 our low pricje : $ 60 . 00 you save : $ 210 . 00
delphi 7
retaifl price : $ 404 . 99 our low price : $ 60 . 00 you save : $ 335 . 00
and more ! ! !
why so cheap ?
all the software is oem - meaninag that you don ' t get the box and the manual with your software . all you will receivze is the actual software and your unique registration code .
all the softwarue is in the english language for pc . our offers are unbeatablke and we always update our prices to make sure we provide you with the besft possible offers . hurry up and place your ordner , because our supplies are limited .
visimt us now ! http : / / cheap - drugs - here . biz / oeol 7 / ? affiliate _ id = 233763 & campaign _ id = 601
fwunrt fmooetr ltby nyqkgbphb krgzgl vbbmigb zwftnqlp oaohkv icckmv rmcetdf wmlx lidfxvrnk tdrezc hbmvxft zjqdpnpd ldloti jbywub ozaqgcf czjj yvcbkprnc vbrekd fizzjnz kgfmkhmw rkqumd kgrnbt ggejkmi kyyj jepyoyklp wekjhw pajrtqy ybjlkvjj gvnwte ueqjbv vkcrccd uwut uwdhtzrrf mhbglw jdhkydx bvaeyvat nvorcx qvpwtx yniuzlb kkei lziqyfqqu mhlped kuauryt bthnutaz clzkex pvojiw xaablvb gnao otxenpenr qmdvju qafbwcc xdntfvhf jxzhbn
",Spam Email
